inventory_numbers;tag_inv;NURI;NURI_tag;taxonomy_1;tag_tax_1;taxonomy_2;tag_tax_2;location;tag_loc;stratigraphy;tag_str;author;author_tag;year;year_tag;old_inventory;old_inventory_tag;collector;collector_tag;determiner;determiner_tag
MB.I.2092;INV;http://coll.mfn-berlin.de/u/be679;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.85;O;;O
MB.I.2093;INV;http://coll.mfn-berlin.de/u/b21706;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.86;O;;O
MB.I.2094;INV;http://coll.mfn-berlin.de/u/fde155;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.87;O;;O
MB.I.2095;INV;http://coll.mfn-berlin.de/u/550679;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.88;O;;O
MB.I.2096;INV;http://coll.mfn-berlin.de/u/c45784;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.89;O;;O
MB.I.2097;INV;http://coll.mfn-berlin.de/u/a36f5f;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.90;O;;O
MB.I.2098;INV;http://coll.mfn-berlin.de/u/957383;O;Auchenorrhyncha;SUBOR;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.91;O;;O
MB.I.2099;INV;http://coll.mfn-berlin.de/u/3de922;O;Colossocossu;GEN;giganticus;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.92;O;;O
MB.I.2100;INV;http://coll.mfn-berlin.de/u/5cfce4;O;Nepidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.93;O;;O
MB.I.2101;INV;http://coll.mfn-berlin.de/u/7d1006;O;Belostomatidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.94;O;;O
MB.I.2102;INV;http://coll.mfn-berlin.de/u/6c5e1c;O;Belostomatidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.96;O;;O
MB.I.2103;INV;http://coll.mfn-berlin.de/u/588d9;O;Naucoridae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.213;O;det. Menon & Heads 2005;O
MB.I.2104;INV;http://coll.mfn-berlin.de/u/3cbac2;O;Nepomorpha;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 97;O;;O
MB.I.2105;INV;http://coll.mfn-berlin.de/u/37b8a3;O;Notonectidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 98;O;;O
MB.I.2106;INV;http://coll.mfn-berlin.de/u/af70e0;O;Notonectidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 99;O;;O
MB.I.2107;INV;http://coll.mfn-berlin.de/u/44e5f;O;Notonectidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 100;O;;O
MB.I.2108;INV;http://coll.mfn-berlin.de/u/3a54bd;O;Nepomorpha;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 101;O;;O
MB.I.2109;INV;http://coll.mfn-berlin.de/u/54c3a;O;Nepomorpha;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.102;O;;O
MB.I.2110;INV;http://coll.mfn-berlin.de/u/f034d6;O;Hydrometridae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.103;O;;O
MB.I.2111;INV;http://coll.mfn-berlin.de/u/8b269c;O;Hydrometridae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.104;O;;O
MB.I.2112;INV;http://coll.mfn-berlin.de/u/62516f;O;Tettigonioidea;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.105;O;;O
MB.I.2113;INV;http://coll.mfn-berlin.de/u/5fa61;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr.106;O;;O
MB.I.2114;INV;http://coll.mfn-berlin.de/u/161dc1;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 107;O;;O
MB.I.2115;INV;http://coll.mfn-berlin.de/u/84307d;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 108;O;;O
MB.I.2116;INV;http://coll.mfn-berlin.de/u/ac51ed;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 109;O;;O
MB.I.2117;INV;http://coll.mfn-berlin.de/u/85e216;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 110;O;;O
MB.I.2118;INV;http://coll.mfn-berlin.de/u/ef7ac;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 111;O;;O
MB.I.2119;INV;http://coll.mfn-berlin.de/u/bfd1f6;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 112;O;;O
MB.I.2120;INV;http://coll.mfn-berlin.de/u/851a4a;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 113;O;;O
MB.I.2121;INV;http://coll.mfn-berlin.de/u/4019c5;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 114;O;;O
MB.I.2122;INV;http://coll.mfn-berlin.de/u/e4f21a;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 115;O;;O
MB.I.2123;INV;http://coll.mfn-berlin.de/u/9dfab4;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 116;O;;O
MB.I.2124;INV;http://coll.mfn-berlin.de/u/8878ff;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.117;O;;O
MB.I.2125;INV;http://coll.mfn-berlin.de/u/af7956;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.118;O;;O
MB.I.2126;INV;http://coll.mfn-berlin.de/u/8d7ed8;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.119;O;;O
MB.I.2127;INV;http://coll.mfn-berlin.de/u/5b0872;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.120;O;;O
MB.I.2128;INV;http://coll.mfn-berlin.de/u/cbef3f;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 121;O;;O
MB.I.2129;INV;http://coll.mfn-berlin.de/u/16bcf4;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.122;O;;O
MB.I.2130;INV;http://coll.mfn-berlin.de/u/14644a;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 123;O;;O
MB.I.2131;INV;http://coll.mfn-berlin.de/u/bdccd2;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 124;O;;O
MB.I.2132;INV;http://coll.mfn-berlin.de/u/d2aaf6;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.125;O;;O
MB.I.2133;INV;http://coll.mfn-berlin.de/u/a751da;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.126;O;;O
MB.I.2134;INV;http://coll.mfn-berlin.de/u/fbcaa8;O;Heteroptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.127;O;;O
MB.I.2135;INV;http://coll.mfn-berlin.de/u/80b5d2;O;Rhaphidioptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 128;O;;O
MB.I.2136;INV;http://coll.mfn-berlin.de/u/7c6680;O;Rhaphidioptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 129;O;;O
MB.I.2137;INV;http://coll.mfn-berlin.de/u/7f21af;O;Rhaphidioptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.137;O;;O
MB.I.2138;INV;http://coll.mfn-berlin.de/u/e43097;O;Rhaphidioptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert Nr.131;O;;O
MB.I.2139;INV;http://coll.mfn-berlin.de/u/304b44;O;Megaloptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 132;O;;O
MB.I.2140;INV;http://coll.mfn-berlin.de/u/e96492;O;Limaiinae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 133;O;;O
MB.I.2141;INV;http://coll.mfn-berlin.de/u/92b032;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 134;O;;O
MB.I.2142;INV;http://coll.mfn-berlin.de/u/9f162;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 135;O;;O
MB.I.2143;INV;http://coll.mfn-berlin.de/u/433118;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 136;O;;O
MB.I.2144;INV;http://coll.mfn-berlin.de/u/645c06;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 137;O;;O
MB.I.2145;INV;http://coll.mfn-berlin.de/u/79bc41;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 148;O;;O
MB.I.2146;INV;http://coll.mfn-berlin.de/u/56b5e2;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 139;O;;O
MB.I.2147;INV;http://coll.mfn-berlin.de/u/fb0d1d;O;Planipennia;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 140;O;;O
MB.I.2148;INV;http://coll.mfn-berlin.de/u/acaf4e;O;Hemerobiidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 141;O;;O
MB.I.2149;INV;http://coll.mfn-berlin.de/u/ae1baa;O;Hemerobiidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 142;O;;O
MB.I.2150;INV;http://coll.mfn-berlin.de/u/80e4f1;O;Hemerobiidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 143;O;;O
MB.I.2151;INV;http://coll.mfn-berlin.de/u/50fe17;O;Myrmeleontidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 144;O;;O
MB.I.2152;INV;http://coll.mfn-berlin.de/u/19a427;O;Myrmeleontidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 145;O;;O
MB.I.2153;INV;http://coll.mfn-berlin.de/u/4290a2;O;Nemopteridae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 146;O;;O
MB.I.2154;INV;http://coll.mfn-berlin.de/u/ecd153;O;Nemopteridae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 147;O;;O
MB.I.2155;INV;http://coll.mfn-berlin.de/u/f66c6c;O;Myrmeleontidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 146;O;;O
MB.I.2156;INV;http://coll.mfn-berlin.de/u/3930e7;O;Brogniartiellidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 149;O;;O
MB.I.2157;INV;http://coll.mfn-berlin.de/u/639bbf;O;Myrmeleontidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 150;O;;O
MB.I.2158;INV;http://coll.mfn-berlin.de/u/ced4ae;O;Ascalaphidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 151;O;;O
MB.I.2159;INV;http://coll.mfn-berlin.de/u/ce6a6b;O;Ascalaphidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 152;O;;O
MB.I.2160;INV;http://coll.mfn-berlin.de/u/4581f5;O;Insecta;CLASS;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 153;O;;O
MB.I.2161;INV;http://coll.mfn-berlin.de/u/19d301;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 154;O;;O
MB.I.2162;INV;http://coll.mfn-berlin.de/u/d5dd81;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 155;O;;O
MB.I.2163;INV;http://coll.mfn-berlin.de/u/b1c331;O;Passalidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 156;O;;O
MB.I.2164;INV;http://coll.mfn-berlin.de/u/c01d0e;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 157;O;;O
MB.I.2165;INV;http://coll.mfn-berlin.de/u/2b1e37;O;Chrysomelidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 177;O;;O
MB.I.2166;INV;http://coll.mfn-berlin.de/u/3989b6;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 178;O;;O
MB.I.2167;INV;http://coll.mfn-berlin.de/u/59f798;O;Sylphidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 179;O;;O
MB.I.2168;INV;http://coll.mfn-berlin.de/u/1ced6d;O;Archostemmata;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 180;O;;O
MB.I.2169;INV;http://coll.mfn-berlin.de/u/c6b1fb;O;Archostemmata;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 181;O;;O
MB.I.2170;INV;http://coll.mfn-berlin.de/u/f64517;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 184;O;;O
MB.I.2171;INV;http://coll.mfn-berlin.de/u/f99db8;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 183;O;;O
MB.I.2172;INV;http://coll.mfn-berlin.de/u/6f3ee;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 184;O;;O
MB.I.2173;INV;http://coll.mfn-berlin.de/u/7abade;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 185;O;;O
MB.I.2174;INV;http://coll.mfn-berlin.de/u/c073eb;O;Aphodiinae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 186;O;;O
MB.I.2175;INV;http://coll.mfn-berlin.de/u/3740fc;O;Curculionidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 187;O;;O
MB.I.2176;INV;http://coll.mfn-berlin.de/u/39e74e;O;Curculionidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 188;O;;O
MB.I.2177;INV;http://coll.mfn-berlin.de/u/93182d;O;Staphylinidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 189;O;;O
MB.I.2178;INV;http://coll.mfn-berlin.de/u/8941b;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 190;O;;O
MB.I.2179;INV;http://coll.mfn-berlin.de/u/83d614;O;Coleoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 191;O;;O
MB.I.2180;INV;http://coll.mfn-berlin.de/u/cd10d1;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 192;O;;O
MB.I.2181;INV;http://coll.mfn-berlin.de/u/323cd0;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 193;O;;O
MB.I.2182;INV;http://coll.mfn-berlin.de/u/e6b304;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 194;O;;O
MB.I.2183;INV;http://coll.mfn-berlin.de/u/9c3099;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 195;O;;O
MB.I.2184;INV;http://coll.mfn-berlin.de/u/751475;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 196;O;;O
MB.I.2185;INV;http://coll.mfn-berlin.de/u/bf66d;O;Diptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 197;O;;O
MB.I.2186;INV;http://coll.mfn-berlin.de/u/35a50f;O;Asilidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 198;O;;O
MB.I.2187;INV;http://coll.mfn-berlin.de/u/feb5b0;O;Asilidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 199;O;;O
MB.I.2188;INV;http://coll.mfn-berlin.de/u/b00c4e;O;Asilidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 200;O;;O
MB.I.2189;INV;http://coll.mfn-berlin.de/u/9fce0f;O;Brachycera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 201;O;;O
MB.I.2190;INV;http://coll.mfn-berlin.de/u/e54372;O;Xylomyidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 202;O;;O
MB.I.2191;INV;http://coll.mfn-berlin.de/u/d0b591;O;Xylomyidae;FAM;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 203;O;;O
